Season,Date,Location,Opponent,OpponentRank,Result,IlliniScore,OpponentScore,Note
2022,8/27/2022,vs.,Wyoming,NA,W,30,6,NA
2022,9/2/2022,@,Indiana,NA,L,20,23,NA
2022,9/10/2022,vs.,Virginia,NA,W,24,3,NA
2022,9/22/2022,vs.,Chattanooga,10,W,31,0,NA
2022,10/1/2022,@,Wisconsin,NA,W,34,10,NA
2022,10/8/2022,vs.,Iowa,NA,W,9,6,NA
2022,10/15/2022,vs.,Minnesota,NA,W,26,14,Homecoming
2022,10/29/2022,@,Nebraska,NA,W,26,9,NA
2022,11/5/2022,vs.,Michigan State,NA,L,15,23,NA
2022,11/12/2022,vs.,Purdue,NA,L,24,31,NA
2022,11/19/2022,@,Michigan,NA,L,17,19,NA
2022,11/26/2022,@,Northwestern,3,W,41,3,NA
2022,1/2/2023,"Tampa, FL",Mississippi State,22,L,10,19,ReliaQuest Bowl
2021,8/28/2021,vs.,Nebraska,NA,W,30,22,NA
2021,9/4/2021,vs.,UTSA,NA,L,30,37,NA
2021,9/11/2021,@,Virginia,NA,L,14,42,NA
2021,9/17/2021,vs.,Maryland,NA,L,17,20,NA
2021,9/25/2021,@,Purdue,NA,L,9,13,NA
2021,10/2/2021,vs.,Charlotte,NA,W,24,14,NA
2021,10/9/2021,vs.,Wisconsin,NA,L,0,24,Homecoming
2021,10/23/2021,@,Penn State,7,W,20,18,NA
2021,10/30/2021,vs.,Rutgers,NA,L,14,20,NA
2021,11/6/2021,@,Minnesota,20,W,14,6,NA
2021,11/20/2021,@,Iowa,17,L,23,33,NA
2021,11/27/2021,vs.,Northwestern,NA,W,47,14,NA
2020,10/23/2020,@,Wisconsin,14,L,7,45,NA
2020,10/31/2020,vs.,Purdue,NA,L,24,31,NA
2020,11/7/2020,vs.,Minnesota,NA,L,14,41,NA
2020,11/14/2020,@,Rutgers,NA,W,23,20,NA
2020,11/21/2020,@,Nebraska,NA,W,41,23,NA
2020,11/28/2020,vs.,Ohio State,3,NA,NA,NA,Canceled (COVID-19)
2020,12/5/2020,vs.,Iowa,24,L,21,35,Homecoming
2020,12/12/2020,@,Northwestern,15,L,10,28,NA
2020,12/19/2020,@,Penn State,NA,L,21,56,NA
2019,8/31/2019,vs.,Akron,NA,W,42,3,NA
2019,9/7/2019,@,UConn,NA,W,31,23,NA
2019,9/14/2019,vs.,Eastern Michigan,NA,L,31,34,NA
2019,9/21/2019,vs.,Nebraska,NA,L,38,42,NA
2019,10/5/2019,@,Minnesota,NA,L,17,40,NA
2019,10/12/2019,vs.,Michigan,NA,L,25,42,NA
2019,10/19/2019,vs.,Wisconsin,NA,W,24,23,Homecoming
2019,10/26/2019,@,Purdue,NA,W,24,6,NA
2019,11/2/2019,vs.,Rutgers,NA,W,38,10,NA
2019,11/9/2019,@,Michigan State,NA,W,37,34,NA
2019,11/23/2019,@,Iowa,NA,L,10,19,NA
2019,11/30/2019,vs.,Northwestern,NA,L,10,29,NA
2019,12/30/2019,"Santa Clara, CA",California,NA,L,20,35,Red Box Bowl
2018,9/1/2018,vs.,Kent State,NA,W,31,24,NA
2018,9/8/2018,vs.,Western Illinois,NA,W,34,14,NA
2018,9/15/2018,"Chicago, IL",South Florida,NA,L,19,25,NA
2018,9/21/2018,vs.,Penn State,NA,L,24,63,NA
2018,10/6/2018,@,Rutgers,NA,W,38,17,NA
2018,10/13/2018,vs.,Purdue,NA,L,7,46,Homecoming
2018,10/20/2018,@,Wisconsin,NA,L,20,49,NA
2018,10/27/2018,@,Maryland,NA,L,33,63,NA
2018,11/3/2018,vs.,Minnesota,NA,W,55,31,NA
2018,11/10/2018,@,Nebraska,NA,L,35,54,NA
2018,11/17/2018,vs.,Iowa,NA,L,0,63,NA
2018,11/24/2018,@,Northwestern,NA,L,16,24,NA
2017,9/2/2017,vs.,Ball State,NA,W,24,21,NA
2017,9/9/2017,vs.,Western Kentucky,NA,W,20,7,NA
2017,9/15/2017,@,South Florida,NA,L,23,47,NA
2017,9/29/2017,vs.,Nebraska,NA,L,6,28,NA
2017,10/7/2017,@,Iowa,NA,L,16,45,NA
2017,10/14/2017,vs.,Rutgers,NA,L,24,35,NA
2017,10/21/2017,@,Minnesota,NA,L,17,24,NA
2017,10/28/2017,vs.,Wisconsin,NA,L,10,24,Homecoming
2017,11/4/2017,@,Purdue,NA,L,10,29,NA
2017,11/11/2017,vs.,Indiana,NA,L,14,24,NA
2017,11/18/2017,@,Ohio State,NA,L,14,52,NA
2017,11/25/2017,vs.,Northwestern,NA,L,7,42,NA
2016,9/3/2016,vs.,Murray State,NA,W,52,3,NA
2016,9/10/2016,vs.,North Carolina,NA,L,23,48,NA
2016,9/17/2016,vs.,Western Michigan,NA,L,10,34,NA
2016,10/1/2016,@,Nebraska,NA,L,16,31,NA
2016,10/8/2016,vs.,Purdue,NA,L,31,34,NA
2016,10/15/2016,@,Rutgers,NA,W,24,7,NA
2016,10/22/2016,@,Michigan,NA,L,8,41,NA
2016,10/29/2016,vs.,Minnesota,NA,L,17,40,Homecoming
2016,11/5/2016,vs.,Michigan State,NA,W,31,27,NA
2016,11/12/2016,@,Wisconsin,NA,L,3,48,NA
2016,11/19/2016,vs.,Iowa,NA,L,0,28,NA
2016,11/26/2016,@,Northwestern,NA,L,21,42,NA
2015,9/5/2015,vs.,Kent State,NA,W,52,3,NA
2015,9/12/2015,vs.,Western Illinois,NA,W,44,0,NA
2015,9/19/2015,@,North Carolina,NA,L,14,48,NA
2015,9/26/2015,vs.,Middle Tennessee State,NA,W,27,25,NA
2015,10/3/2015,vs.,Nebraska,NA,W,14,13,NA
2015,10/10/2015,@,Iowa,NA,L,20,29,NA
2015,10/24/2015,vs.,Wisconsin,NA,L,13,24,Homecoming
2015,10/31/2015,@,Penn State,NA,L,0,39,NA
2015,11/7/2015,@,Purdue,NA,W,48,14,NA
2015,11/14/2015,vs.,Ohio State,NA,L,3,28,NA
2015,11/21/2015,@,Minnesota,NA,L,23,32,NA
2015,11/28/2015,"Chicago, IL",Northwestern,NA,L,14,24,NA
2014,8/30/2014,vs.,Youngstown State,NA,W,28,17,NA
2014,9/6/2014,vs.,Western Kentucky,NA,W,42,34,NA
2014,9/13/2014,@,Washington,NA,L,19,44,NA
2014,9/20/2014,vs.,Texas State,NA,W,42,35,NA
2014,9/27/2014,@,Nebraska,NA,L,14,45,NA
2014,10/4/2014,vs.,Purdue,NA,L,27,38,NA
2014,10/11/2014,@,Wisconsin,NA,L,28,38,NA
2014,10/25/2014,vs.,Minnesota,NA,W,28,24,Homecoming
2014,11/1/2014,@,Ohio State,NA,L,14,55,NA
2014,11/15/2014,vs.,Iowa,NA,L,14,30,NA
2014,11/22/2014,vs.,Penn State,NA,W,16,14,NA
2014,11/29/2014,@,Northwestern,NA,W,47,33,NA
2014,12/26/2014,"Dallas, TX",Louisiana Tech,NA,L,18,35,Heart of Dallas Bowl
2013,8/31/2013,vs.,Southern Illinois,NA,W,42,34,NA
2013,9/7/2013,vs.,Cincinnati,NA,W,45,17,NA
2013,9/14/2013,"Chicago, IL",Washington,NA,L,24,34,NA
2013,9/28/2013,vs.,Miami,NA,W,50,14,NA
2013,10/5/2013,@,Nebraska,NA,L,19,39,NA
2013,10/19/2013,vs.,Wisconsin,NA,L,32,56,NA
2013,10/26/2013,vs.,Michigan State,NA,L,3,42,Homecoming
2013,11/2/2013,@,Penn State,NA,L,17,24,NA
2013,11/9/2013,@,Indiana,NA,L,35,52,NA
2013,11/16/2013,vs.,Ohio State,NA,L,35,60,NA
2013,11/23/2013,@,Purdue,NA,W,20,16,NA
2013,11/30/2013,vs.,Northwestern,NA,L,34,37,NA
2012,9/1/2012,vs.,Western Michigan,NA,W,24,7,NA
2012,9/8/2012,@,Arizona State,NA,L,14,45,NA
2012,9/15/2012,vs.,Charleston Southern,NA,W,44,0,NA
2012,9/22/2012,vs.,Louisiana Tech,NA,L,24,52,NA
2012,9/29/2012,vs.,Penn State,NA,L,7,35,NA
2012,10/6/2012,@,Wisconsin,NA,L,14,31,NA
2012,10/13/2012,@,Michigan,NA,L,0,45,NA
2012,10/27/2012,vs.,Indiana,NA,L,17,31,Homecoming
2012,11/3/2012,@,Ohio State,NA,L,22,52,NA
2012,11/10/2012,vs.,Minnesota,NA,L,3,17,NA
2012,11/17/2012,vs.,Purdue,NA,L,17,20,NA
2012,11/24/2012,@,Northwestern,NA,L,14,50,NA
2011,9/3/2011,vs.,Arkansas State,NA,W,33,15,NA
2011,9/10/2011,vs.,South Dakota State,NA,W,56,3,NA
2011,9/17/2011,vs.,Arizona State,NA,W,17,14,NA
2011,9/24/2011,vs.,Western Michigan,NA,W,23,20,NA
2011,10/1/2011,vs.,Northwestern,NA,W,38,35,Homecoming
2011,10/8/2011,@,Indiana,NA,W,41,20,NA
2011,10/15/2011,vs.,Ohio State,NA,L,7,17,NA
2011,10/22/2011,@,Purdue,NA,L,14,21,NA
2011,10/29/2011,@,Penn State,NA,L,7,10,NA
2011,11/12/2011,vs.,Michigan,NA,L,14,31,NA
2011,11/19/2011,vs.,Wisconsin,NA,L,17,28,NA
2011,11/26/2011,@,Minnesota,NA,L,7,27,NA
2011,12/31/2011,"San Francisco, CA",UCLA,NA,W,20,14,Fight Hunger Bowl
2010,9/4/2010,"St. Louis, MO",Missouri,NA,L,13,23,NA
2010,9/11/2010,vs.,Southern Illinois,NA,W,35,3,NA
2010,9/18/2010,vs.,Northern Illinois,NA,W,28,22,NA
2010,10/2/2010,vs.,Ohio State,NA,L,13,24,NA
2010,10/9/2010,@,Penn State,NA,W,33,13,NA
2010,10/16/2010,@,Michigan State,NA,L,6,26,NA
2010,10/23/2010,vs.,Indiana,NA,W,43,13,Homecoming
2010,10/30/2010,vs.,Purdue,NA,W,44,10,NA
2010,11/6/2010,@,Michigan,NA,L,65,67,NA
2010,11/13/2010,vs.,Minnesota,NA,L,34,38,NA
2010,11/20/2010,"Chicago, IL",Northwestern,NA,W,48,27,NA
2010,12/3/2010,@,Fresno State,NA,L,23,25,NA
2010,12/29/2010,"Houston, TX",Baylor,NA,W,38,14,Texas Bowl
2009,9/5/2009,"St. Louis, MO",Missouri,NA,L,9,37,NA
2009,9/12/2009,vs.,Illinois State,NA,W,45,17,NA
2009,9/26/2009,@,Ohio State,NA,L,0,30,NA
2009,10/3/2009,vs.,Penn State,NA,L,17,35,NA
2009,10/10/2009,vs.,Michigan State,NA,L,14,24,Homecoming
2009,10/17/2009,@,Indiana,NA,L,14,27,NA
2009,10/24/2009,@,Purdue,NA,L,14,24,NA
2009,10/31/2009,vs.,Michigan,NA,W,38,13,NA
2009,11/7/2009,@,Minnesota,NA,W,35,32,NA
2009,11/14/2009,vs.,Northwestern,NA,L,16,21,NA
2009,11/27/2009,@,Cincinnati,NA,L,36,49,NA
2009,12/5/2009,vs.,Fresno State,NA,L,52,53,NA
2008,8/30/2008,"St. Louis, MO",Missouri,NA,L,42,52,NA
2008,9/6/2008,vs.,Eastern Illinois,NA,W,47,21,NA
2008,9/13/2008,vs.,Louisiana-Lafayette,NA,W,20,17,NA
2008,9/27/2008,@,Penn State,NA,L,24,38,NA
2008,10/4/2008,@,Michigan,NA,W,45,20,NA
2008,10/11/2008,vs.,Minnesota,NA,L,20,27,Homecoming
2008,10/18/2008,vs.,Indiana,NA,W,55,13,NA
2008,10/25/2008,@,Wisconsin,NA,L,17,27,NA
2008,11/1/2008,vs.,Iowa,NA,W,27,24,NA
2008,11/8/2008,"Detroit, MI",Western Michigan,NA,L,17,23,NA
2008,11/15/2008,vs.,Ohio State,NA,L,20,30,NA
2008,11/22/2008,@,Northwestern,NA,L,10,27,NA
2007,1/1/2008,"Pasadena, CA",Southern California,NA,L,17,49,Rose Bowl
2007,9/1/2007,"St. Louis, MO",Missouri,NA,L,34,40,NA
2007,9/8/2007,vs.,Western Illinois,NA,W,21,0,NA
2007,9/15/2007,@,Syracuse,NA,W,41,20,NA
2007,9/22/2007,@,Indiana,NA,W,27,14,NA
2007,9/29/2007,vs.,Penn State,NA,W,27,20,NA
2007,10/6/2007,vs.,Wisconsin,NA,W,31,26,NA
2007,10/13/2007,@,Iowa,NA,L,6,10,NA
2007,10/20/2007,vs.,Michigan,NA,L,17,27,NA
2007,10/27/2007,vs.,Ball State,NA,W,28,17,Homecoming
2007,11/3/2007,@,Minnesota,NA,W,44,17,NA
2007,11/10/2007,@,Ohio State,NA,W,28,21,NA
2007,11/17/2007,vs.,Northwestern,NA,W,41,22,NA
2006,9/2/2006,vs.,Eastern Illinois,NA,W,42,17,NA
2006,9/9/2006,@,Rutgers,NA,L,0,33,NA
2006,9/16/2006,vs.,Syracuse,NA,L,21,31,NA
2006,9/23/2006,vs.,Iowa,NA,L,7,24,NA
2006,9/30/2006,@,Michigan State,NA,W,23,20,NA
2006,10/7/2006,vs.,Indiana,NA,L,32,34,Homecoming
2006,10/14/2006,vs.,Ohio,NA,L,17,20,NA
2006,10/21/2006,@,Penn State,NA,L,12,26,NA
2006,10/28/2006,@,Wisconsin,NA,L,24,30,NA
2006,11/4/2006,vs.,Ohio State,NA,L,10,17,NA
2006,11/11/2006,vs.,Purdue,NA,L,31,42,NA
2006,11/18/2006,@,Northwestern,NA,L,16,27,NA
2005,9/3/2005,vs.,Rutgers,NA,W,33,30,NA
2005,9/10/2005,vs.,San Jose State,NA,W,40,19,NA
2005,9/17/2005,@,California,NA,L,20,35,NA
2005,9/24/2005,vs.,Michigan State,NA,L,14,61,NA
2005,10/1/2005,@,Iowa,NA,L,7,35,NA
2005,10/8/2005,@,Indiana,NA,L,13,36,NA
2005,10/22/2005,vs.,Penn State,NA,L,10,63,Homecoming
2005,10/29/2005,vs.,Wisconsin,NA,L,24,41,NA
2005,11/5/2005,@,Ohio State,NA,L,2,40,NA
2005,11/12/2005,@,Purdue,NA,L,3,37,NA
2005,11/19/2005,vs.,Northwestern,NA,L,21,38,NA
2004,9/4/2004,vs.,Florida A&M,NA,W,52,13,NA
2004,9/11/2004,vs.,UCLA,NA,L,17,35,NA
2004,9/18/2004,vs.,Western Michigan,NA,W,30,27,NA
2004,9/25/2004,vs.,Purdue,NA,L,30,38,NA
2004,10/2/2004,@,Wisconsin,NA,L,7,24,NA
2004,10/9/2004,@,Michigan State,NA,L,25,38,NA
2004,10/16/2004,vs.,Michigan,NA,L,19,30,NA
2004,10/23/2004,@,Minnesota,NA,L,0,45,NA
2004,10/30/2004,vs.,Iowa,NA,L,13,23,Homecoming
2004,11/6/2004,vs.,Indiana,NA,W,26,22,NA
2004,11/20/2004,@,Northwestern,NA,L,21,28,NA
2003,8/30/2003,"St. Louis, MO",Missouri,NA,L,15,22,NA
2003,9/6/2003,vs.,Illinois State,NA,W,49,22,NA
2003,9/13/2003,@,UCLA,NA,L,3,6,NA
2003,9/20/2003,vs.,California,NA,L,24,31,NA
2003,9/27/2003,vs.,Wisconsin,NA,L,20,38,NA
2003,10/4/2003,@,Purdue,NA,L,10,43,NA
2003,10/11/2003,vs.,Michigan State,NA,L,14,49,NA
2003,10/18/2003,@,Michigan,NA,L,14,56,NA
2003,10/25/2003,vs.,Minnesota,NA,L,10,36,Homecoming
2003,11/1/2003,@,Iowa,NA,L,10,41,NA
2003,11/8/2003,@,Indiana,NA,L,14,17,NA
2003,11/22/2003,vs.,Northwestern,NA,L,20,37,NA
2002,8/31/2002,"St. Louis, MO",Missouri,NA,L,20,33,NA
2002,9/7/2002,@,Southern Mississippi,NA,L,20,23,NA
2002,9/14/2002,vs.,Arkansas State,NA,W,59,7,NA
2002,9/21/2002,vs.,San Jose State,NA,L,35,38,NA
2002,9/28/2002,vs.,Michigan,NA,L,28,45,NA
2002,10/3/2002,@,Minnesota,NA,L,10,31,NA
2002,10/12/2002,vs.,Purdue,NA,W,38,31,NA
2002,10/26/2002,vs.,Indiana,NA,W,45,14,Homecoming
2002,11/2/2002,@,Penn State,NA,L,7,18,NA
2002,11/9/2002,@,Wisconsin,NA,W,37,20,NA
2002,11/16/2002,vs.,Ohio State,NA,L,16,23,NA
2002,11/23/2002,@,Northwestern,NA,W,31,24,NA
2001,1/1/2002,"New Orleans, LA",Louisiana State,NA,L,34,47,Sugar Bowl
2001,9/1/2001,@,California,NA,W,44,17,NA
2001,9/8/2001,vs.,Northern Illinois,NA,W,17,12,NA
2001,9/22/2001,vs.,Louisville,NA,W,34,10,NA
2001,9/29/2001,@,Michigan,NA,L,20,45,NA
2001,10/6/2001,vs.,Minnesota,NA,W,25,14,NA
2001,10/13/2001,@,Indiana,NA,W,35,14,NA
2001,10/20/2001,vs.,Wisconsin,NA,W,42,35,Homecoming
2001,11/3/2001,@,Purdue,NA,W,38,13,NA
2001,11/10/2001,vs.,Penn State,NA,W,33,28,NA
2001,11/17/2001,@,Ohio State,NA,W,34,22,NA
2001,11/22/2001,vs.,Northwestern,NA,W,34,28,NA
2000,9/2/2000,vs.,Middle Tennessee State,NA,W,35,6,NA
2000,9/9/2000,@,San Diego State,NA,W,49,13,NA
2000,9/16/2000,vs.,California,NA,W,17,15,NA
2000,9/23/2000,vs.,Michigan,NA,L,31,35,NA
2000,9/30/2000,@,Minnesota,NA,L,10,44,NA
2000,10/14/2000,vs.,Iowa,NA,W,31,0,Homecoming
2000,10/21/2000,@,Penn State,NA,L,25,39,NA
2000,10/28/2000,@,Michigan State,NA,L,10,14,NA
2000,11/4/2000,vs.,Indiana,NA,W,42,35,NA
2000,11/11/2000,vs.,Ohio State,NA,L,21,24,NA
2000,11/18/2000,@,Northwestern,NA,L,23,61,NA
1999,9/4/1999,vs.,Arkansas State,NA,W,41,3,NA
1999,9/11/1999,vs.,San Diego State,NA,W,38,10,NA
1999,9/18/1999,@,Louisville,NA,W,41,36,NA
1999,9/25/1999,vs.,Michigan State,NA,L,10,27,NA
1999,10/2/1999,@,Indiana,NA,L,31,34,NA
1999,10/16/1999,vs.,Minnesota,NA,L,7,37,Homecoming
1999,10/23/1999,@,Michigan,NA,W,35,29,NA
1999,10/30/1999,vs.,Penn State,NA,L,7,27,NA
1999,11/6/1999,@,Iowa,NA,W,40,24,NA
1999,11/13/1999,@,Ohio State,NA,W,46,20,NA
1999,11/20/1999,vs.,Northwestern,NA,W,29,7,NA
1999,12/30/1999,"Miami, FL",Virginia,NA,W,63,21,Micron PC Bowl
1998,9/5/1998,@,Washington State,NA,L,13,20,NA
1998,9/12/1998,vs.,Middle Tennessee State,NA,W,48,20,NA
1998,9/19/1998,vs.,Louisville,NA,L,9,35,NA
1998,9/26/1998,vs.,Iowa,NA,L,14,37,NA
1998,10/3/1998,@,Northwestern,NA,W,13,10,NA
1998,10/10/1998,vs.,Ohio State,NA,L,0,41,NA
1998,10/17/1998,vs.,Wisconsin,NA,L,3,37,Homecoming
1998,10/24/1998,@,Purdue,NA,L,9,42,NA
1998,10/31/1998,@,Penn State,NA,L,0,27,NA
1998,11/7/1998,vs.,Indiana,NA,W,31,16,NA
1998,11/21/1998,@,Michigan State,NA,L,9,41,NA
1997,9/6/1997,vs.,Southern Mississippi,NA,L,7,24,NA
1997,9/13/1997,@,Louisville,NA,L,14,26,NA
1997,9/20/1997,vs.,Washington State,NA,L,22,35,NA
1997,9/27/1997,@,Iowa,NA,L,10,38,NA
1997,10/4/1997,vs.,Penn State,NA,L,6,41,NA
1997,10/11/1997,@,Wisconsin,NA,L,7,31,NA
1997,10/25/1997,vs.,Purdue,NA,L,3,48,Homecoming
1997,11/1/1997,@,Indiana,NA,L,6,23,NA
1997,11/8/1997,vs.,Northwestern,NA,L,21,34,NA
1997,11/15/1997,@,Ohio State,NA,L,6,41,NA
1997,11/22/1997,vs.,Michigan State,NA,L,17,27,NA
